City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
633,Hihya,EG,63.48,broken clouds,30.6713,31.588,مضيفة المركز
634,Santiago De Cuba,CU,82.51,few clouds,20.0247,-75.8219,Cubanacan San Felix
636,Guapo,BR,75.58,overcast clouds,-16.8306,-49.5319,Lar de idosos de Guapó
638,Fort Stewart,US,62.62,few clouds,31.8722,-81.61,"Holiday Inn Express & Suites Hinesville East - Fort Stewart, an IHG Hotel"
639,Totolapan,MX,77.94,scattered clouds,18.5167,-96.1833,Tepaxtli
644,Manggar,ID,76.95,overcast clouds,-2.8833,108.2667,Guest Hotel
645,Doha,QA,66.18,clear sky,25.2867,51.5333,Movenpick Hotel Doha
648,Acarau,BR,82.42,broken clouds,-2.8856,-40.12,castelo pizzaria
652,Constitucion,CL,67.91,few clouds,-35.3333,-72.4167,Hotel Boutique Las Azucenas
653,Gelemso,ET,61.68,overcast clouds,8.8167,40.5167,Colele kebeber
654,Kigoma,TZ,73.99,broken clouds,-4.8769,29.6267,MJI Mwema Lodge
656,Sao Felix Do Xingu,BR,72.27,overcast clouds,-6.6447,-51.995,Rio Xingu Camping
657,Wewak,PG,78.15,overcast clouds,-3.5534,143.6268,In Wewak Boutique Hotel
658,Sawakin,SD,79.02,clear sky,19.1059,37.3321,فندق الدويم
660,Takhli,TH,76.75,scattered clouds,15.2634,100.3438,โรงเเรมกอล์ฟ 19
665,Harindanga,IN,67.98,clear sky,22.0383,88.3214,Dr. Hashem Home
671,Madang,PG,76.14,light rain,-5.2246,145.7966,Comfort Inn Hotel
673,Singaraja,ID,76.96,overcast clouds,-8.112,115.0882,Puri Bagus Lovina Resort
674,Bayas,PH,77.54,scattered clouds,11.4336,123.1816,Pensionne House
676,Kalmunai,LK,76.71,scattered clouds,7.4167,81.8167,VS Villa
678,Barranquilla,CO,87.58,few clouds,10.9639,-74.7964,Hotel Don Jorge
681,Quatre Cocos,MU,80.1,light rain,-20.2078,57.7625,Sunrise Attitude Hotel
682,Bria,CF,81.77,overcast clouds,6.5423,21.9863,WFP Guesthouse
687,Daru,PG,76.62,overcast clouds,-9.0763,143.2092,Daru Lodge
689,Chake Chake,TZ,80.35,scattered clouds,-5.2459,39.7666,Hotel Archipelago
691,Elat,IL,60.64,clear sky,29.5581,34.9482,Club Hotel Eilat
692,Paramonga,PE,75.11,broken clouds,-10.6667,-77.8333,HOSTAL MI CHALET - PARAMONGA
693,Chuncheng,CN,63.01,overcast clouds,22.1731,111.7886,7Days Inn Yangjiang Yangchun Bus Terminal
694,Chingola,ZM,63.79,overcast clouds,-12.529,27.8838,Protea Hotel by Marriott Chingola
696,Bubaque,GW,78.98,broken clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
697,Dwarka,IN,65.34,clear sky,22.2394,68.9678,Hotel Narayan Avezika Comfort
700,Chulumani,BO,70.09,broken clouds,-16.4096,-67.5263,Hotel Cabanas Paradise
701,Nelson Bay,AU,71.01,clear sky,-32.7167,152.15,Mantra Nelson Bay
705,Bulawayo,ZW,65.1,light rain,-20.15,28.5833,4 On Housman Backpackers
706,Santa Ana,US,78.4,broken clouds,33.7456,-117.8678,Santa Ana Travel Inn
707,Ormara,PK,66.6,clear sky,25.2088,64.6357,Crystal Beach and Camping Resort Ormara
709,Batemans Bay,AU,68.09,overcast clouds,-35.7167,150.1833,Batemans Bay Marina Resort
713,Kisangani,CD,75.09,overcast clouds,0.5167,25.2,Grand Ramela Hotel
