City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
225,Berlevag,NO,70.8578,29.0864,31.8,90,68,23.64
226,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,89.49,51,100,2.37
227,Mecca,SA,21.4267,39.8261,75.96,75,65,4.21
228,Touros,BR,-5.1989,-35.4608,86.9,65,9,11.03
229,Port-Gentil,GA,-0.7193,8.7815,80.92,81,100,11.32
230,Jalu,LY,29.0331,21.5482,56.21,53,79,8.52
231,Veraval,IN,20.9,70.3667,62.33,47,0,12.91
232,Troitsko-Pechorsk,RU,62.7084,56.1964,2.98,82,20,9.48
233,Beloha,MG,-25.1667,45.05,77.29,86,98,9.17
234,Dutse,NG,11.7594,9.3392,74.89,19,0,8.59
235,Vesyegonsk,RU,58.664,37.2604,-9.02,99,6,3.47
236,Chagoda,RU,59.164,35.3285,3.69,93,100,6.29
237,Mattawa,US,46.7379,-119.9028,45.28,91,100,1.99
238,Lebu,CL,-37.6167,-73.65,65.8,73,3,9.84
239,Mehamn,NO,71.0357,27.8492,32.16,90,84,11.9
240,Havoysund,NO,70.9963,24.6622,36.48,89,36,12.59
241,Asyut,EG,27.181,31.1837,59.32,17,6,2.57
242,Thompson,CA,55.7435,-97.8558,-20.04,69,75,2.3
243,Tshikapa,CD,-6.4167,20.8,69.76,98,100,3.09
244,Abu Dhabi,AE,24.4667,54.3667,68.97,76,0,5.41
245,Ardakan,IR,32.31,54.0175,54.03,39,0,3.91
246,Point Pedro,LK,9.8167,80.2333,78.73,81,31,8.43
247,Leszno,PL,51.8403,16.5749,35.02,87,100,1.01
248,Rawson,AR,-43.3002,-65.1023,90.28,22,2,7.76
249,Kruisfontein,ZA,-34.0033,24.7314,68.88,81,15,12.93
250,Krumovgrad,BG,41.4667,25.65,29.03,83,2,8.72
251,Santa Maria,BR,-29.6842,-53.8069,101.16,13,0,9.46
252,Verkhnyaya Inta,RU,65.9811,60.3094,10.72,87,100,26.93
253,Paso De Patria,AR,-27.2454,-58.5454,108.07,8,0,8.7
254,Shuyskoye,RU,59.3736,41.0305,-10.53,100,35,2.71
255,Bam,IR,29.106,58.357,53.42,32,0,2.48
256,Staropyshminsk,RU,56.9387,60.903,-13.04,89,5,4.41
257,Sinop,TR,41.7711,34.8709,31.08,99,100,6.02
258,Cardoso,BR,-20.0819,-49.9142,79.11,69,87,8.34
259,Leeuwarden,NL,53.2014,5.8086,42.82,97,99,1.01
260,Tupiza,BO,-21.45,-65.7167,68.63,30,41,10.4
261,Anloga,GH,5.7947,0.8973,82.54,80,100,16.06
262,Karasjok,NO,69.4719,25.5112,35.71,74,100,30.82
263,Narnaund,IN,29.2167,76.15,52.92,76,100,1.45
264,Aasiaat,GL,68.7098,-52.8699,5.86,92,95,9.06
265,Nalut,LY,30.3333,10.85,46.09,57,12,7.56
266,Kutum,SD,14.2,24.6667,76.12,27,99,6.06
267,Abha,SA,18.2164,42.5053,58.1,73,4,0.83
268,Balotra,IN,25.8333,72.2333,57.97,37,0,6.71
269,Ventspils,LV,57.3894,21.5606,37.33,87,100,14.97
270,Jevicko,CZ,49.6322,16.7113,29.19,82,34,3.96
271,Shakawe,BW,-18.3667,21.85,71.4,81,95,9.1
272,Manakara,MG,-22.1333,48.0167,77.45,91,100,4.74
273,San Esteban,HN,15.2,-85.75,81.23,51,68,7.52
274,Chernaya Kholunitsa,RU,58.8511,51.7154,-6.39,96,5,3.96
275,Firminopolis,BR,-16.5819,-50.305,69.4,94,100,7.31
276,Ostend,BE,51.2234,2.9119,41.09,97,14,2.53
277,Alta Floresta,BR,-9.8756,-56.0861,78.13,91,100,5.06
278,San Ignacio,BZ,17.1561,-89.0714,76.06,81,86,2.57
279,San Remo,IT,43.8182,7.7612,53.31,21,0,3.0
280,Oranjemund,NA,-28.55,16.4333,65.52,89,11,9.33
281,Guanica,PR,17.9716,-66.908,83.05,73,9,7.0
282,Saint-Augustin,CA,51.226,-58.6502,2.77,90,95,0.22
283,Kholmy,UA,51.871,32.6006,4.01,95,93,8.14
284,Tete,MZ,-16.1564,33.5867,84.29,79,75,4.61
285,Puerto Ayacucho,VE,5.6639,-67.6236,95.7,32,30,3.44
286,Grindavik,IS,63.8424,-22.4338,37.87,65,75,36.82
287,Veinticinco De Mayo,AR,-35.4323,-60.1727,103.05,12,0,7.36
288,Arlit,NE,18.7369,7.3853,69.46,6,0,5.3
289,Esfarayen,IR,37.0765,57.5101,38.25,63,6,3.42
290,Svetlyy,RU,54.675,20.1347,32.97,91,100,14.12
291,Parrita,CR,9.5201,-84.3225,98.26,62,0,6.49
292,Copiapo,CL,-27.3667,-70.3333,84.29,26,6,11.56
293,Viedma,AR,-40.8135,-62.9967,107.26,8,0,17.22
294,Kalininsk,RU,51.5,44.4758,29.44,99,100,6.82
295,Wajir,KE,1.7471,40.0573,87.35,26,11,8.23
296,Lokosovo,RU,61.1333,74.8167,-10.08,100,87,5.68
297,Chhabra,IN,24.6667,76.8333,52.02,71,67,5.1
298,Samana,DO,19.2056,-69.3369,78.76,88,75,9.22
299,Ratangarh,IN,28.0833,74.6,55.29,63,56,3.06
300,Coihaique,CL,-45.5752,-72.0662,73.35,33,20,8.05
301,Divnomorskoye,RU,44.5011,38.1353,31.86,86,100,10.98
302,Baran,IN,25.1,76.5167,51.58,70,3,4.47
303,Wiarton,CA,44.7407,-81.1332,32.4,89,100,12.28
304,Dedovichi,RU,57.5517,29.9502,11.86,90,62,8.59
305,Port Said,EG,31.2565,32.2841,63.9,55,90,10.36
306,Lubumbashi,CD,-11.6609,27.4794,64.67,96,100,2.39
307,Condega,NI,13.365,-86.3985,85.84,35,0,11.1
308,Mana,GF,5.6592,-53.7767,81.59,70,14,7.16
309,Axim,GH,4.8699,-2.2405,81.54,79,53,10.76
310,Inhambane,MZ,-23.865,35.3833,80.58,89,20,10.18
311,Grand Gaube,MU,-20.0064,57.6608,80.38,84,100,8.01
312,Mangai,CD,-4.05,19.5333,72.21,97,100,2.64
313,Zonguldak,TR,41.25,31.8333,30.18,99,100,4.21
314,Nioro,GM,13.35,-15.75,88.63,19,53,6.38
315,Sarkand,KZ,45.41,79.9186,24.66,61,83,8.95
316,Ancud,CL,-41.8697,-73.8203,78.22,63,0,9.51
317,Leh,IN,34.1667,77.5833,-6.27,64,100,2.75
318,Thinadhoo,MV,0.5333,72.9333,82.11,75,100,6.26
319,Kalengwa,ZM,-13.4659,25.0027,65.26,97,100,2.75
320,Vestmannaeyjar,IS,63.4427,-20.2734,40.51,67,100,34.61
321,Ribeira Brava,PT,32.65,-17.0667,64.71,72,59,7.72
322,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,81.0,79,100,3.15
323,Koslan,RU,63.4564,48.8989,8.53,73,11,12.71
324,Zaria,NG,11.1113,7.7227,75.83,21,1,9.42
325,Antofagasta,CL,-23.65,-70.4,72.21,64,77,9.78
326,Nouakchott,MR,18.0858,-15.9785,80.53,44,100,12.26
327,Torbay,CA,47.6666,-52.7314,20.57,63,6,5.01
328,Nevers,FR,46.9167,3.3333,34.39,87,0,4.61
329,Astana,KZ,51.1801,71.446,10.35,85,100,11.18
330,Najran,SA,17.4924,44.1277,62.55,31,5,1.79
331,Saryozek,KZ,44.3583,77.9753,33.62,36,100,5.12
332,Beyneu,KZ,45.3167,55.2,31.24,88,14,5.84
333,Rotifunk,SL,8.2333,-12.6833,81.07,72,16,6.38
334,Castres,FR,43.5833,2.1667,38.25,100,100,0.0
335,Barranco,PA,9.5167,-82.7,82.15,53,0,6.13
336,Maceio,BR,-9.6658,-35.7353,85.44,70,40,13.8
337,Gamba,GA,-2.65,10.0,77.23,86,100,5.75
338,George Town,MY,5.4112,100.3354,80.53,65,20,1.01
339,Trelew,AR,-43.249,-65.3051,101.43,6,0,8.7
340,Ormara,PK,25.2088,64.6357,67.08,41,0,5.73
341,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,81.81,72,83,9.22
342,Iracoubo,GF,5.4802,-53.2011,80.67,73,10,7.31
343,Puerto Baquerizo Moreno,EC,-0.9,-89.6,74.3,82,10,11.56
344,Maihar,IN,24.2667,80.75,53.74,75,53,4.34
345,Kuytun,RU,54.3419,101.5036,0.07,94,100,1.86
346,Matagami,CA,49.7502,-77.6328,-3.89,71,40,12.66
347,Yarada,IN,17.65,83.2667,73.72,94,75,2.3
348,Bara,NG,10.3744,10.7288,77.94,23,39,8.21
349,Waddan,LY,29.1614,16.139,51.64,54,5,6.93
350,Lokoja,NG,7.8024,6.743,88.09,24,31,1.77
351,Rock Sound,BS,24.9,-76.2,72.55,74,91,20.18
352,Kizilskoye,RU,52.7255,58.8937,-4.43,98,20,7.07
353,Sayyan,YE,15.1718,44.3244,55.22,36,6,4.21
354,Changji,CN,44.0167,87.3167,9.39,85,100,2.24
355,Ponta Delgada,PT,37.7333,-25.6667,60.49,82,40,12.66
356,Chirongui,YT,-12.9319,45.1483,82.33,74,100,7.09
357,Tamandare,BR,-8.7597,-35.1047,81.7,73,64,8.55
358,Bahar,IR,34.9072,48.4414,42.04,68,100,6.96
359,Sakakah,SA,29.9697,40.2064,63.21,45,100,3.76
360,Faya,SA,18.3851,42.4509,57.72,70,7,1.59
361,Saint-Pierre,RE,-21.3393,55.4781,78.48,83,100,2.3
362,Caceres,ES,39.522,-6.3748,48.79,65,0,5.99
363,Araguaina,BR,-7.1911,-48.2072,73.17,94,100,6.33
364,Los Llanos De Aridane,ES,28.6585,-17.9182,62.35,79,20,1.01
365,Kubuta,SZ,-26.8833,31.4833,69.71,94,89,3.0
366,Sao Luiz Gonzaga,BR,-28.4083,-54.9608,103.98,8,0,12.1
367,Lobva,RU,59.1854,60.5185,-1.79,93,49,3.33
368,Ilesha,NG,7.1371,5.2583,82.69,52,31,5.64
369,Andenes,NO,69.3143,16.1194,37.38,81,75,25.32
370,Sawakin,SD,19.1059,37.3321,79.5,79,2,5.3
371,Tiznit,MA,29.5833,-9.5,59.14,39,0,2.86
372,Jumla,NP,29.2747,82.1838,26.78,69,1,5.77
373,Porbandar,IN,21.6422,69.6093,62.94,49,0,12.64
374,Atar,MR,20.5169,-13.0499,74.55,13,99,11.77
375,Emba,KZ,48.8264,58.1442,9.43,94,16,9.37
376,Olafsvik,IS,64.8945,-23.7142,35.62,72,100,46.37
377,Minab,IR,27.1467,57.0801,58.5,67,0,1.83
378,Hornepayne,CA,49.2138,-84.7705,1.56,79,83,3.27
379,Itarema,BR,-2.9248,-39.9167,84.31,62,99,11.32
380,Camana,PE,-16.6228,-72.7111,74.89,74,100,9.53
381,Tansen,NP,27.8673,83.5467,43.77,85,67,3.89
382,Milicz,PL,51.5277,17.2714,34.84,98,100,7.34
383,Valley,US,45.1277,-116.1262,30.61,83,99,7.72
384,Van,TR,38.4924,43.3831,31.35,80,75,2.3
385,State College,US,40.7934,-77.86,45.79,50,0,1.01
386,Sao Joao Do Piaui,BR,-8.3581,-42.2467,90.23,45,100,2.17
387,Panormos,GR,35.4182,24.6909,52.02,86,100,26.13
388,Bud,US,39.447,-86.1758,48.69,53,100,10.45
389,Augusto Correa,BR,-1.0217,-46.635,84.06,61,50,6.67
390,Cabedelo,BR,-6.9811,-34.8339,84.87,70,92,10.76
391,Bin Qirdan,TN,33.1378,11.2197,54.5,64,89,9.98
392,Itaituba,BR,-4.2761,-55.9836,84.79,68,100,1.45
393,Urbana,US,40.1106,-88.2073,44.73,64,100,3.0
394,Taoudenni,ML,22.6783,-3.9836,68.7,15,3,8.28
395,Liverpool,GB,53.4106,-2.9779,46.44,93,0,2.3
