,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Port Elizabeth,ZA,-33.918,25.5701,70.11,83,75,10.36,broken clouds
347,Ixtapa,MX,20.7,-105.2,85.23,51,100,6.91,overcast clouds
348,Sattahip,TH,12.6664,100.9007,77.99,94,40,2.3,scattered clouds
349,Atar,MR,20.5169,-13.0499,72.79,14,99,11.18,overcast clouds
350,Karasjok,NO,69.4719,25.5112,37.51,76,100,24.23,overcast clouds
351,Libreville,GA,0.3925,9.4537,79.93,84,99,8.12,light rain
352,Majene,ID,-3.5403,118.9707,77.22,84,100,5.46,overcast clouds
353,Santa Fe,AR,-31.6333,-60.7,109.99,14,4,1.01,clear sky
354,Matehuala,MX,23.65,-100.65,66.24,43,99,0.45,overcast clouds
355,Miri,MY,4.4148,114.0089,77.14,94,40,3.44,scattered clouds
356,Mount Isa,AU,-20.7333,139.5,80.37,61,100,6.91,overcast clouds
357,Narsaq,GL,60.9167,-46.05,12.42,87,31,3.71,scattered clouds
358,North Bend,US,43.4065,-124.2243,54.07,91,0,4.61,clear sky
359,Buriti Bravo,BR,-5.8372,-43.8336,79.59,84,89,1.72,overcast clouds
360,Knysna,ZA,-34.0363,23.0471,67.8,86,84,8.05,broken clouds
361,Wajir,KE,1.7471,40.0573,86.11,28,55,8.16,broken clouds
362,Pacific Grove,US,36.6177,-121.9166,70.81,56,0,1.01,clear sky
363,Chokurdakh,RU,70.6333,147.9167,-33.11,100,97,3.04,overcast clouds
364,Poya,NC,-21.35,165.15,78.03,84,85,7.56,overcast clouds
365,Caucaia,BR,-3.7361,-38.6531,85.06,69,40,8.05,scattered clouds
366,Revda,RU,56.801,59.9303,-17.59,90,8,2.82,clear sky
367,Luderitz,NA,-26.6481,15.1594,65.79,86,0,14.12,clear sky
368,Terney,RU,45.0503,136.6092,4.8,81,100,16.55,overcast clouds
369,Chaohu,CN,31.6,117.8667,32.11,75,92,13.62,overcast clouds
370,Coihaique,CL,-45.5752,-72.0662,72.21,33,20,12.66,few clouds
371,Swellendam,ZA,-34.0226,20.4417,66.58,66,92,11.63,overcast clouds
372,Dubbo,AU,-32.25,148.6167,66.33,82,6,11.5,clear sky
373,Mezhgorye,UA,44.9667,34.4167,19.56,74,97,9.44,overcast clouds
374,Lewistown,US,40.5992,-77.5714,47.16,55,0,0.0,clear sky
375,Kalmar,SE,56.6616,16.3616,42.73,90,100,14.97,overcast clouds
376,Valparaiso,CL,-33.0393,-71.6273,77.23,60,0,9.22,clear sky
377,Rorvik,NO,64.8621,11.2373,48.18,100,75,26.46,broken clouds
378,Ust-Kuyga,RU,70.0167,135.6,-28.35,100,99,1.3,overcast clouds
379,San Ignacio,BZ,17.1561,-89.0714,80.74,69,40,4.61,scattered clouds
380,Panama City,PA,8.9936,-79.5197,90.37,64,40,2.3,scattered clouds
381,Otane,NZ,-39.8833,176.6333,59.02,74,98,9.75,overcast clouds
382,Kirensk,RU,57.7853,108.1119,-3.6,99,100,2.59,overcast clouds
383,Itoman,JP,26.1247,127.6694,59.02,61,75,3.44,broken clouds
384,Grindavik,IS,63.8424,-22.4338,37.87,65,75,33.38,broken clouds
385,Ulaangom,MN,49.9811,92.0667,-16.46,97,100,2.51,overcast clouds
386,Klaksvik,FO,62.2266,-6.589,49.12,88,100,40.22,overcast clouds
387,Lethem,GY,3.3803,-59.7968,92.1,37,100,10.02,overcast clouds
388,Asau,RO,46.4333,26.4,19.76,89,26,1.9,scattered clouds
389,Kaohsiung,TW,22.6163,120.3133,59.04,78,40,4.0,scattered clouds
390,Luanda,AO,-8.8368,13.2343,78.8,73,75,3.44,broken clouds
391,Oberhaching,DE,48.0333,11.6,27.81,89,6,1.86,clear sky
392,Obo,CF,5.3998,26.4869,82.08,36,100,1.52,overcast clouds
393,Hirara,JP,24.8,125.2833,63.39,63,76,8.19,broken clouds
394,Shilovo,RU,54.3204,40.874,12.0,95,100,7.96,light snow
395,Sokoni,TZ,-6.4333,39.55,82.69,78,100,15.86,overcast clouds
396,Atasu,KZ,48.6814,71.6433,11.05,92,100,4.63,overcast clouds
397,Redmond,US,47.674,-122.1215,58.33,90,100,1.01,overcast clouds
398,Sorland,NO,67.667,12.6934,39.27,68,36,36.71,scattered clouds
399,Saint Anthony,US,45.0205,-93.218,39.04,68,75,5.75,broken clouds
400,Dogondoutchi,NE,13.6393,4.0287,76.23,9,6,7.67,clear sky
401,Dallas,US,32.7668,-96.7836,64.15,30,0,5.75,clear sky
402,Codrington,AU,-38.2667,141.9667,63.32,90,100,11.59,light rain
403,Fortuna,US,40.5982,-124.1573,55.74,77,0,3.44,clear sky
404,Sicamous,CA,50.8331,-118.9856,37.11,100,100,1.7,light rain
405,Okhotsk,RU,59.3833,143.3,0.48,94,89,6.42,overcast clouds
406,Hokitika,NZ,-42.7167,170.9667,61.77,56,0,5.39,clear sky
407,Alakurtti,RU,66.9672,30.3491,31.62,94,100,12.88,snow
408,Bridlington,GB,54.0831,-0.1919,48.29,87,11,11.18,few clouds
409,Ovre Ardal,NO,61.3167,7.8,43.68,99,100,10.13,light rain
410,Villafranca De Los Barros,ES,38.5614,-6.3381,49.82,63,0,7.07,clear sky
411,Tual,ID,-5.6667,132.75,83.44,76,100,18.66,overcast clouds
412,Isangel,VU,-19.55,169.2667,80.71,89,75,5.75,broken clouds
413,Nuevitas,CU,21.5453,-77.2644,83.64,60,19,8.99,few clouds
414,Lisakovsk,KZ,52.5369,62.4936,-2.16,96,12,9.17,few clouds
415,Ankazoabo,MG,-22.2833,44.5167,71.74,90,100,0.6,overcast clouds
416,Coahuayana,MX,18.7333,-103.6833,90.88,36,53,6.51,broken clouds
417,Brigantine,US,39.4101,-74.3646,46.45,49,0,18.41,clear sky
418,Itaituba,BR,-4.2761,-55.9836,87.96,70,20,5.75,light rain
419,Guymon,US,36.6828,-101.4816,66.2,11,0,10.36,clear sky
420,Tiksi,RU,71.6872,128.8694,-20.33,98,93,6.64,overcast clouds
421,Port-Cartier,CA,50.0334,-66.8654,5.76,89,100,10.67,light snow
422,Alta Floresta,BR,-9.8756,-56.0861,80.42,83,40,4.61,scattered clouds
423,Alice Springs,AU,-23.7,133.8833,87.35,13,2,9.22,clear sky
424,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,16.39,79,75,8.95,light shower snow
425,Yerbogachen,RU,61.2767,108.0108,-14.87,100,99,2.62,overcast clouds
426,Vaitape,PF,-16.5167,-151.75,78.39,84,100,8.3,moderate rain
427,Caravelas,BR,-17.7125,-39.2481,81.18,68,0,8.88,clear sky
428,Cotonou,BJ,6.3654,2.4183,84.18,84,20,12.66,few clouds
429,Seymchan,RU,62.8833,152.4333,-35.23,100,83,1.12,broken clouds
430,Srandakan,ID,-7.9386,110.2506,63.73,90,100,4.68,light rain
431,Martapura,ID,-3.4167,114.85,75.29,94,75,4.61,broken clouds
432,Moussoro,TD,13.6408,16.4901,76.6,12,9,10.85,clear sky
433,Montrose,US,38.4166,-108.2673,39.54,66,17,2.44,few clouds
434,Haines Junction,CA,60.7522,-137.5108,12.15,85,97,2.3,overcast clouds
435,Paka,MY,4.6374,103.4368,71.53,94,100,2.3,overcast clouds
436,Fuengirola,ES,36.54,-4.6247,56.84,86,20,13.8,few clouds
437,Pathein,MM,16.7833,94.7333,71.33,81,99,5.68,overcast clouds
438,Narodychi,UA,51.2029,29.0823,8.44,96,11,5.99,few clouds
439,Baykit,RU,61.67,96.37,-23.42,100,89,2.35,overcast clouds
440,Severomuysk,RU,56.1481,113.4267,-12.44,98,100,2.19,overcast clouds
441,Morondava,MG,-20.2833,44.2833,80.58,81,100,6.6,moderate rain
442,Loreto,MX,22.2667,-101.9667,67.35,36,100,7.76,overcast clouds
443,San Jose,US,37.3394,-121.895,67.51,53,0,3.44,clear sky
444,Belaya Gora,RU,68.5333,146.4167,-27.27,99,100,1.5,overcast clouds
445,Leusden,NL,52.1325,5.4319,42.04,96,30,1.01,scattered clouds
446,Bilma,NE,18.6853,12.9164,65.68,7,10,7.2,clear sky
447,San Pedro,PH,14.35,121.0167,76.35,84,75,2.3,broken clouds
448,Vestmanna,FO,62.1564,-7.1664,47.32,93,100,13.8,overcast clouds
449,Cabedelo,BR,-6.9811,-34.8339,84.87,72,85,9.86,overcast clouds
450,Hannoversch Munden,DE,51.4151,9.6505,37.65,93,75,2.3,broken clouds
451,Hargeysa,SO,9.56,44.065,58.51,91,44,9.86,scattered clouds
452,Wattegama,LK,6.7989,81.4808,72.75,94,79,2.73,broken clouds
453,Oistins,BB,13.0667,-59.5333,84.29,61,20,17.27,few clouds
454,Guerrero Negro,MX,27.9769,-114.0611,75.76,23,99,4.32,overcast clouds
455,San Joaquin,US,37.9333,-121.3011,62.46,71,0,9.22,haze
456,Aswan,EG,24.0934,32.907,69.1,22,0,8.05,clear sky
457,Taoudenni,ML,22.6783,-3.9836,67.24,16,36,9.04,scattered clouds
458,Cap Malheureux,MU,-19.9842,57.6142,80.47,84,99,7.0,overcast clouds
459,Ishigaki,JP,24.3448,124.1572,64.51,63,100,5.82,overcast clouds
460,Shache,CN,38.4167,77.2406,26.17,40,100,1.66,overcast clouds
461,Ocotlan,MX,20.35,-102.7667,71.62,42,100,4.14,overcast clouds
462,Tahta,EG,26.7693,31.5021,57.31,18,40,4.41,scattered clouds
463,Kawalu,ID,-7.3817,108.2082,71.62,96,100,3.02,light rain
464,Ayan,RU,56.45,138.1667,-2.16,81,86,5.91,overcast clouds
465,Lavrentiya,RU,65.5833,-171.0,-16.64,94,33,9.06,scattered clouds
466,Ranong,TH,9.9658,98.6348,73.71,89,80,6.26,broken clouds
467,Mobaye,CF,4.319,21.1786,78.89,64,96,2.98,overcast clouds
468,Chilon,MX,17.2333,-92.4167,64.0,77,73,2.19,broken clouds
469,Castro,BR,-24.7911,-50.0119,72.39,80,100,3.02,overcast clouds
470,Umm Lajj,SA,25.0213,37.2685,74.05,52,100,5.82,overcast clouds
471,Avera,US,33.194,-82.5271,56.71,36,3,3.76,clear sky
472,Lehututu,BW,-23.9667,21.8667,79.59,50,89,11.32,overcast clouds
473,Conakry,GN,9.538,-13.6773,84.27,84,40,9.22,mist
474,Pilar,BR,-9.5972,-35.9567,84.13,64,98,9.98,overcast clouds
475,Xinmin,CN,41.9908,122.8253,7.05,59,3,10.8,clear sky
476,Novobirilyussy,RU,56.9514,90.6661,-6.32,100,97,1.7,overcast clouds
477,Puri,IN,19.8,85.85,66.72,80,34,5.32,scattered clouds
478,Broome,US,42.2506,-75.833,37.71,59,100,4.0,overcast clouds
479,Inhambane,MZ,-23.865,35.3833,80.58,89,20,9.55,few clouds
480,Shellbrook,CA,53.2168,-106.4011,18.63,92,56,4.21,broken clouds
481,Huarmey,PE,-10.0681,-78.1522,75.22,73,65,12.06,broken clouds
482,Macara,EC,-4.3833,-79.95,83.98,52,94,6.04,overcast clouds
483,Toora-Khem,RU,52.4675,96.11,-8.46,100,100,0.31,overcast clouds
484,Bud,US,39.447,-86.1758,49.68,53,97,9.13,overcast clouds
485,Laguna,US,38.421,-121.4238,68.23,75,0,3.0,clear sky
486,Henties Bay,NA,-22.116,14.2845,64.85,91,98,6.71,overcast clouds
487,Vakhrushev,RU,48.9833,142.9667,26.31,91,100,27.09,light snow
488,Sola,VU,-13.8833,167.55,82.18,73,89,9.28,overcast clouds
489,Komsomolskiy,UZ,40.4272,71.7189,33.22,74,100,9.22,mist
490,Noumea,NC,-22.2763,166.4572,80.01,99,71,9.08,broken clouds
491,Sirsa,IN,29.5333,75.0167,53.4,63,22,1.05,few clouds
492,Ishinomaki,JP,38.4167,141.3,34.9,70,9,23.11,clear sky
493,Zhangye,CN,38.9342,100.4517,16.74,54,8,3.47,clear sky
494,Sovetskiy,RU,61.3614,63.5842,5.41,79,66,7.58,broken clouds
495,Chapleau,CA,47.8405,-83.4034,5.09,66,75,6.91,broken clouds
496,Siguiri,GN,11.6667,-9.5,81.86,12,72,1.41,broken clouds
497,Trunovskoye,RU,45.4878,42.1358,33.3,94,100,9.44,light snow
498,Salalah,OM,17.0151,54.0924,73.49,68,75,4.61,broken clouds
499,Tezu,IN,27.9167,96.1667,56.98,97,100,1.83,overcast clouds
500,Bandarbeyla,SO,9.4942,50.8122,75.63,67,50,22.08,scattered clouds
501,Kansanshi,ZM,-12.0951,26.4273,62.6,97,100,4.38,light rain
502,Onverwacht,SR,5.5833,-55.1833,85.86,70,40,6.91,scattered clouds
503,Benguela,AO,-12.5763,13.4055,75.81,79,99,2.77,overcast clouds
504,Astoria,US,46.1879,-123.8313,58.71,91,100,3.0,overcast clouds
505,Shieli,KZ,44.1667,66.75,37.36,75,100,9.48,overcast clouds
506,Takoradi,GH,4.8845,-1.7554,81.86,78,95,12.03,overcast clouds
507,Biak,ID,-0.9131,122.8766,75.7,83,100,4.45,overcast clouds
508,Santarem,BR,-2.4431,-54.7083,82.53,78,40,6.91,scattered clouds
509,Koshurnikovo,RU,54.1667,93.3,4.35,97,100,1.86,overcast clouds
510,Mayo,US,38.8876,-76.5119,49.41,43,84,3.0,broken clouds
511,La Rioja,ES,42.25,-2.5,36.32,72,1,5.17,clear sky
512,Koboko,UG,3.4136,30.9599,78.37,32,100,4.03,overcast clouds
513,Umea,SE,63.8284,20.2597,32.92,93,0,2.3,snow
514,Cutro,IT,39.0353,16.9819,51.06,66,40,12.66,scattered clouds
515,Luau,AO,-10.7073,22.2247,64.31,98,100,5.21,light rain
516,Evensk,RU,61.95,159.2333,-0.24,73,67,11.72,broken clouds
517,Bontang,ID,0.1333,117.5,75.29,89,100,4.61,overcast clouds
518,Akdepe,TM,42.0551,59.3788,35.69,90,17,6.78,few clouds
519,Kumbo,CM,6.2,10.6667,65.37,35,89,4.9,overcast clouds
520,Manjacaze,MZ,-24.7117,33.8828,75.56,88,1,6.71,clear sky
521,Whitehorse,CA,60.7161,-135.0538,21.97,92,75,8.99,broken clouds
522,Itaueira,BR,-7.6033,-43.0256,81.57,77,66,3.98,broken clouds
523,Yar-Sale,RU,66.8333,70.8333,9.14,91,100,13.42,overcast clouds
524,Itarema,BR,-2.9248,-39.9167,82.36,68,67,11.16,broken clouds
525,Sungairaya,ID,0.7,108.9,75.61,93,99,9.66,overcast clouds
526,Arcos De La Frontera,ES,36.7508,-5.8106,54.27,61,19,1.01,few clouds
527,Clarence Town,AU,-32.5833,151.7833,70.86,91,6,0.63,clear sky
528,Longido,TZ,-2.7333,36.6833,64.74,73,33,12.19,scattered clouds
529,Saint-Pierre,RE,-21.3393,55.4781,78.48,84,75,4.61,light rain
530,Trairi,BR,-3.2778,-39.2689,82.15,68,98,8.72,overcast clouds
531,Bahia Blanca,AR,-38.7196,-62.2724,105.71,14,0,10.85,clear sky
532,Chanika,TZ,-5.4167,38.0167,69.01,92,90,2.82,overcast clouds
533,Augusto Correa,BR,-1.0217,-46.635,81.66,70,69,5.86,broken clouds
534,Santa Catalina,PH,9.3337,122.8637,75.67,88,65,8.05,broken clouds
535,Ushtobe,KZ,45.2514,77.9838,32.23,55,100,3.15,overcast clouds
536,Ambon,ID,-3.6954,128.1814,80.89,79,100,10.92,overcast clouds
537,Ahipara,NZ,-35.1667,173.1667,68.29,67,46,8.86,scattered clouds
538,Kendari,ID,-3.945,122.4989,74.82,93,100,2.91,moderate rain
539,Fairview Heights,US,38.5889,-89.9904,57.96,36,40,9.22,scattered clouds
540,Lakatoro,VU,-16.0999,167.4164,81.39,77,96,6.85,overcast clouds
541,Tervel,BG,43.75,27.4,26.56,51,0,9.42,clear sky
542,San Carlos De Bariloche,AR,-41.1456,-71.3082,85.44,27,0,23.02,clear sky
543,Mukhen,RU,48.1,136.1,-2.61,99,100,2.46,light snow
544,Aleksin,RU,54.51,37.08,2.23,95,100,8.48,snow
545,Jumla,NP,29.2747,82.1838,26.47,67,1,5.86,clear sky
546,Camacha,PT,33.0833,-16.3333,60.22,77,20,5.75,few clouds
547,Codajas,BR,-3.8367,-62.0569,89.64,52,99,1.95,moderate rain
548,Glendive,US,47.1053,-104.7125,44.19,73,100,11.5,overcast clouds
549,Ipameri,BR,-17.7219,-48.1597,69.57,90,100,5.44,overcast clouds
550,Kloulklubed,PW,7.0419,134.2556,79.3,75,38,18.12,scattered clouds
551,Sitka,US,57.0531,-135.33,37.29,93,100,4.61,overcast clouds
552,Bertrix,BE,49.856,5.2554,33.78,94,16,3.38,few clouds
553,Maracacume,BR,-2.0428,-45.9592,80.04,77,99,3.96,overcast clouds
554,Lasa,IT,46.6166,10.7002,32.88,47,1,6.91,clear sky
555,Maragogi,BR,-9.0122,-35.2225,81.1,74,77,8.55,broken clouds
556,Faya,SA,18.3851,42.4509,59.11,68,6,2.68,clear sky
557,Marrakesh,MA,31.6315,-8.0083,60.87,39,0,2.3,clear sky
558,Damaturu,NG,11.747,11.9608,74.25,20,2,9.35,clear sky
559,Kudahuvadhoo,MV,2.6708,72.8944,81.36,77,100,7.45,overcast clouds
560,San Jeronimito,MX,17.55,-101.3333,87.64,62,0,6.91,clear sky
561,Hammerfest,NO,70.6634,23.6821,38.93,100,100,26.46,light snow
562,Zhigansk,RU,66.7697,123.3711,-24.97,99,100,9.62,overcast clouds
563,Bhinga,IN,27.7167,81.9333,52.45,73,9,6.69,clear sky
564,Gazanjyk,TM,39.2446,55.5154,47.46,75,4,7.47,clear sky
565,Gold Coast,AU,-28.0,153.4333,72.0,90,40,3.0,scattered clouds
566,Jieshi,CN,22.8134,115.8257,59.95,72,40,7.4,scattered clouds
567,Tuy Hoa,VN,13.0833,109.3,71.98,87,76,7.74,broken clouds
568,Usogorsk,RU,63.4106,48.6872,8.49,71,27,13.44,scattered clouds
569,Dezhou,CN,37.4486,116.2925,21.96,38,0,3.04,clear sky
570,Mao,ES,39.8885,4.2658,43.36,87,20,4.61,few clouds
571,Hualmay,PE,-11.0964,-77.6139,75.51,70,44,11.25,scattered clouds
572,Monetnyy,RU,57.0472,60.8794,-17.18,87,5,4.63,clear sky
573,Muzhi,RU,65.3667,64.6667,12.02,83,100,7.72,overcast clouds
574,Tiarei,PF,-17.5333,-149.3333,82.42,81,98,14.74,moderate rain
575,Palmeira,BR,-25.4294,-50.0064,73.62,67,100,8.21,overcast clouds
576,Sabanalarga,CO,10.6296,-74.9206,86.88,43,6,13.73,clear sky
577,Ambatondrazaka,MG,-17.8333,48.4167,69.93,93,100,1.77,light rain
578,Mpulungu,ZM,-8.7623,31.1141,74.26,77,94,1.92,overcast clouds
579,Moranbah,AU,-22.0016,148.0466,71.51,82,0,10.83,clear sky
580,Honningsvag,NO,70.9821,25.9704,33.55,80,100,9.22,light snow
581,Ouidah,BJ,6.3631,2.0851,84.06,82,100,13.73,overcast clouds
582,Villa Hayes,PY,-25.0931,-57.5236,102.52,21,20,5.75,few clouds
583,Novikovo,RU,51.1537,37.8879,2.77,96,71,7.94,broken clouds
584,Floro,NO,61.5996,5.0328,48.27,100,75,27.63,drizzle
585,San Miguel,SV,13.4833,-88.1833,94.6,44,0,5.75,clear sky
586,Miraflores,MX,19.2167,-98.8083,66.96,38,22,6.02,few clouds
587,San Carlos,VE,9.6612,-68.5827,92.98,28,13,3.78,few clouds
588,Tucupita,VE,9.0622,-62.051,80.26,67,75,6.53,broken clouds
589,Iznoski,RU,54.9881,35.3108,-4.76,99,12,3.96,few clouds
590,Nara,JP,34.6851,135.8049,42.08,44,97,12.26,overcast clouds
591,Nimaparha,IN,20.0667,86.0167,66.6,90,37,4.99,scattered clouds
592,Araouane,ML,18.9048,-3.5265,68.9,10,36,8.95,scattered clouds
593,Tari,NG,12.4086,4.4914,78.39,14,60,7.72,broken clouds
594,Saint-Paul,RE,-21.0096,55.2707,78.91,80,99,2.33,overcast clouds
595,Marzuq,YE,14.4,46.4667,63.48,43,50,1.32,scattered clouds
596,Dudinka,RU,69.4058,86.1778,-9.38,96,100,17.0,overcast clouds
597,Jalu,LY,29.0331,21.5482,56.1,55,89,8.12,overcast clouds
598,Hambantota,LK,6.1241,81.1185,77.7,85,92,3.76,overcast clouds
599,Kolpashevo,RU,58.3131,82.9089,-16.37,100,100,3.27,overcast clouds
600,Kununurra,AU,-15.7667,128.7333,76.98,88,100,0.0,overcast clouds
601,Anahuac,MX,27.2333,-100.15,58.5,27,99,1.16,overcast clouds
602,Solenzo,BF,12.1833,-4.0833,83.32,9,89,6.24,overcast clouds
603,Preobrazheniye,RU,42.9019,133.9064,7.3,63,77,10.16,broken clouds
604,Flinders,AU,-34.5833,150.8552,69.19,94,51,1.99,broken clouds
605,Vardo,NO,70.3705,31.1107,34.0,93,75,29.93,broken clouds
606,Sayat,TM,38.7839,63.8803,40.87,90,99,6.85,overcast clouds
607,Kinsale,IE,51.7075,-8.5306,42.17,100,40,2.3,fog
608,Newport,GB,51.5877,-2.9984,41.67,92,0,1.14,clear sky
609,Maningrida,AU,-12.0667,134.2667,76.59,86,96,5.97,overcast clouds
610,Batagay-Alyta,RU,67.8006,130.4114,-13.92,98,100,1.95,overcast clouds
611,Santa Marta,CO,11.2408,-74.199,86.05,63,20,4.61,few clouds
612,Luce,FR,48.4369,1.4636,39.69,92,88,1.99,overcast clouds
613,Aripuana,BR,-9.1667,-60.6333,78.03,91,100,3.91,overcast clouds
614,Novyy Urengoy,RU,66.0833,76.6333,-5.67,97,100,11.14,overcast clouds
615,Paita,PE,-5.0892,-81.1144,81.16,70,44,17.85,scattered clouds
616,Rio Gallegos,AR,-51.6226,-69.2181,62.65,29,40,28.77,scattered clouds
617,Ruteng,ID,-8.6136,120.4721,63.63,94,100,1.19,overcast clouds
618,Chernyshevskiy,RU,63.0128,112.4714,-19.98,100,99,1.3,overcast clouds
619,Maltahohe,NA,-24.8333,16.9833,75.56,36,2,17.11,clear sky
620,Keningau,MY,5.3378,116.1602,73.85,99,100,1.28,overcast clouds
621,Gourdon,FR,44.75,1.5,35.24,77,0,3.13,clear sky
622,Severo-Yeniseyskiy,RU,60.3725,93.0408,-12.12,99,99,2.39,overcast clouds
623,Sokolo,ML,14.7328,-6.1219,81.32,12,56,8.88,broken clouds
624,Boende,CD,-0.2167,20.8667,80.67,50,100,1.03,overcast clouds
625,Banting,MY,2.8167,101.5,77.14,89,75,3.98,broken clouds
626,Viedma,AR,-40.8135,-62.9967,107.74,7,0,17.0,clear sky
627,Krasnyy Chikoy,RU,50.3643,108.7512,-10.91,98,98,2.66,overcast clouds
628,Chinna Salem,IN,11.65,78.9,71.91,94,38,2.37,scattered clouds
629,Lexington,US,37.9887,-84.4777,50.25,39,0,1.99,clear sky
630,Gornyak,RU,50.9942,81.4661,11.71,90,100,9.51,overcast clouds
631,Sao Filipe,CV,14.8961,-24.4956,72.55,68,100,6.69,overcast clouds
632,Haimen,CN,23.1935,116.6142,55.29,78,7,5.5,clear sky
633,Hihya,EG,30.6713,31.588,63.48,51,67,6.15,broken clouds
634,Santiago De Cuba,CU,20.0247,-75.8219,82.51,65,20,6.91,few clouds
635,Kytmanovo,RU,53.4593,85.4479,5.97,94,100,0.29,overcast clouds
636,Guapo,BR,-16.8306,-49.5319,75.58,96,100,5.48,overcast clouds
637,Kriens,CH,47.0354,8.2763,31.23,85,3,1.14,clear sky
638,Fort Stewart,US,31.8722,-81.61,62.62,59,20,6.91,few clouds
639,Totolapan,MX,18.5167,-96.1833,77.94,60,47,3.85,scattered clouds
640,Bantry,IE,51.6833,-9.45,42.28,87,1,1.83,clear sky
641,Yelizovo,RU,53.1873,158.3805,17.74,78,75,8.99,light shower snow
642,Baft,IR,29.234,56.6057,39.69,61,0,2.48,clear sky
643,Raga,SS,8.4596,25.678,83.91,31,98,2.33,overcast clouds
644,Manggar,ID,-2.8833,108.2667,76.95,89,98,7.52,overcast clouds
645,Doha,QA,25.2867,51.5333,66.18,68,0,2.3,clear sky
646,Riviere-Au-Renard,CA,48.9957,-64.3971,17.6,77,100,18.72,overcast clouds
647,Merauke,ID,-8.4667,140.3333,77.41,88,100,4.94,overcast clouds
648,Acarau,BR,-2.8856,-40.12,82.42,68,59,12.03,broken clouds
649,Matay,EG,28.419,30.7792,58.93,25,23,5.5,few clouds
650,Waipawa,NZ,-41.4122,175.5153,56.44,67,100,13.96,overcast clouds
651,Warwick,US,41.7001,-71.4162,43.48,54,40,17.27,scattered clouds
652,Constitucion,CL,-35.3333,-72.4167,67.91,67,13,11.54,few clouds
653,Gelemso,ET,8.8167,40.5167,61.68,50,85,4.29,overcast clouds
654,Kigoma,TZ,-4.8769,29.6267,73.99,94,75,0.0,broken clouds
655,San Vicente,AR,-26.6167,-54.1333,95.38,10,0,5.64,clear sky
656,Sao Felix Do Xingu,BR,-6.6447,-51.995,72.27,99,100,2.1,overcast clouds
657,Wewak,PG,-3.5534,143.6268,78.15,88,99,7.31,overcast clouds
658,Sawakin,SD,19.1059,37.3321,79.02,81,4,4.85,clear sky
659,Athabasca,CA,54.7169,-113.2854,39.02,98,95,8.43,overcast clouds
660,Takhli,TH,15.2634,100.3438,76.75,52,29,2.1,scattered clouds
661,Ostashkov,RU,57.1467,33.1075,-5.6,99,92,4.05,overcast clouds
662,Solnechnyy,RU,50.7214,136.6319,8.35,94,100,7.67,light snow
663,Caconda,AO,-13.7333,15.0667,64.42,86,76,11.21,broken clouds
664,Poplar Bluff,US,36.757,-90.3929,53.62,53,0,13.8,clear sky
665,Harindanga,IN,22.0383,88.3214,67.98,84,4,2.59,clear sky
666,Lircay,PE,-12.9896,-74.7205,50.54,50,99,5.48,overcast clouds
667,Coos Bay,US,43.3665,-124.2179,54.14,91,0,4.61,clear sky
668,Santiago Del Estero,AR,-27.7951,-64.2615,108.63,10,0,8.7,clear sky
669,Linqiong,CN,30.4159,103.4609,44.42,67,64,2.3,broken clouds
670,Meadow Lake,US,34.8014,-106.5436,57.97,32,1,10.49,clear sky
671,Madang,PG,-5.2246,145.7966,76.14,93,91,5.59,light rain
672,Newton,US,42.337,-71.2092,44.31,46,0,5.99,clear sky
673,Singaraja,ID,-8.112,115.0882,76.96,80,100,2.82,overcast clouds
674,Bayas,PH,11.4336,123.1816,77.54,78,41,15.99,scattered clouds
675,Hirado,JP,33.3597,129.5531,40.35,62,91,23.42,overcast clouds
676,Kalmunai,LK,7.4167,81.8167,76.71,87,48,2.95,scattered clouds
677,Catamarca,AR,-28.4696,-65.7852,105.04,21,19,8.01,few clouds
678,Barranquilla,CO,10.9639,-74.7964,87.58,58,20,11.5,few clouds
679,Shingu,JP,33.7333,135.9833,40.91,68,70,8.01,broken clouds
680,Kaspiyskiy,RU,45.3929,47.3707,36.37,91,100,15.41,overcast clouds
681,Quatre Cocos,MU,-20.2078,57.7625,80.1,86,100,12.64,light rain
682,Bria,CF,6.5423,21.9863,81.77,43,94,7.0,overcast clouds
683,Tadine,NC,-21.55,167.8833,78.51,83,9,13.09,clear sky
684,Khakhea,BW,-24.6895,23.494,75.42,63,26,9.95,scattered clouds
685,Cap-Aux-Meules,CA,47.3821,-61.8597,19.45,73,100,18.41,overcast clouds
686,Ola,RU,59.5833,151.2833,-5.71,91,14,8.25,few clouds
687,Daru,PG,-9.0763,143.2092,76.62,90,100,5.06,overcast clouds
688,Kushima,JP,31.4583,131.2333,38.12,72,58,13.15,broken clouds
689,Chake Chake,TZ,-5.2459,39.7666,80.35,77,29,14.25,scattered clouds
690,Halifax,CA,44.6453,-63.5724,30.25,82,100,4.0,overcast clouds
691,Elat,IL,29.5581,34.9482,60.64,67,0,0.0,clear sky
692,Paramonga,PE,-10.6667,-77.8333,75.11,71,54,10.8,broken clouds
693,Chuncheng,CN,22.1731,111.7886,63.01,66,99,3.33,overcast clouds
694,Chingola,ZM,-12.529,27.8838,63.79,97,100,4.45,overcast clouds
695,Ucluelet,CA,48.9329,-125.5528,51.1,94,100,1.99,light rain
